epoch,train_loss,train_f1,val_loss,val_f1,lr
1,2.5752749964187704,0.10482408975551047,2.376326596295392,0.1493789277039506,0.0001
2,2.458766261085135,0.1341996997278333,2.2764236706274525,0.17009920507413911,0.0001
3,2.3774497717456087,0.15450664141909007,2.169375326898363,0.20866972632159098,0.0001
4,2.3354807069392804,0.17335989121011852,2.110781122136999,0.24656420244742983,0.0001
5,2.2994363829086386,0.186556497487524,2.034155112725717,0.2700260575205128,0.0001
6,2.2329821944888173,0.20683487747310483,1.9544539981418185,0.28154602344972834,1e-05
7,2.177882371704435,0.23126089511827344,1.8535993849789654,0.33339053261104334,1e-05
8,2.1347893763109633,0.24234616546137663,1.758649057812161,0.36918516114296285,1e-05
9,2.0701833031868024,0.2604397176915714,1.6624053297219452,0.4124355723028923,1e-05
10,2.0415030190202055,0.28536076856839726,1.6025379675405997,0.43518339379461696,1e-05
11,2.0066902813364247,0.29181009008017644,1.5656241995316964,0.44485555190975545,1e-05
12,1.9646959187554531,0.317175482615758,1.5061461793051825,0.4816087349225377,1e-05
13,1.9257045222110436,0.31920575618071145,1.4651307618176495,0.49549413887795385,1e-05
14,1.8981871383437694,0.3339041595862533,1.4402327912825126,0.5060893083850737,1e-05
15,1.8638402412497932,0.3433580206108699,1.3888700317453455,0.5014364588277507,1e-05
16,1.8499635725073476,0.34917771744505627,1.38516350807967,0.5168006496609435,1e-05
17,1.834251480675786,0.35618921906776546,1.3453910152117412,0.5083154120319869,1e-05
18,1.810795184041633,0.36732943618763597,1.3284357918633356,0.5219716087741596,1e-05
19,1.796192341814927,0.3678586695166013,1.3032907666983429,0.5310183254720059,1e-05
20,1.745977709202167,0.38659445847091584,1.2719034199361448,0.5352950644864974,1e-05
21,1.7570451778140876,0.382999250170705,1.259415606657664,0.5420477256754485,1e-05
22,1.7272107692364136,0.39348679770985046,1.2366594716354653,0.5379709345862831,1e-05
23,1.7135157402747316,0.3984779844419499,1.2244603589729026,0.550894935124897,1e-05
24,1.685945181898732,0.4087004083323791,1.1977634010491547,0.5587223478053363,1e-05
25,1.6716776519525247,0.42464369458761114,1.1950774877159684,0.5677952668623756,1e-05
26,1.6785547459711794,0.4210644873539613,1.18015201665737,0.554044536732779,1e-05
27,1.6343206473387004,0.4315424157401617,1.1572301233256306,0.5749525810652167,1e-05
28,1.6351225675780916,0.43395502108357836,1.1584098780596699,0.5772477181667518,1e-05
29,1.5968531376677133,0.4398016853373827,1.1272393001450434,0.576629174465939,1e-05
30,1.6004859013635604,0.43583824972015694,1.1257665113166526,0.5761433470375892,1e-05
31,1.5823342057525134,0.4561520297967764,1.1266534041475367,0.5816630669591276,1e-05
32,1.5630155821315577,0.4627620165139598,1.1115096167281822,0.5845363702985835,1e-05
33,1.5505908571305822,0.4653331881677785,1.1315151960761458,0.5721524544132331,1e-05
34,1.5470595796251558,0.4612701312425551,1.0989333887894948,0.5803906468454979,1e-05
35,1.5264276956599918,0.4723759660505451,1.0761212430618428,0.5991196883374242,1e-05
36,1.5368928023374797,0.4659919220954056,1.0739248174208182,0.5996656732211194,1e-05
37,1.4951406815012946,0.48392898882361446,1.0780594382021162,0.5931643574071231,1e-05
38,1.4762123862250907,0.4875157358677509,1.047677559985055,0.6173678222056433,1e-05
39,1.4859970586547435,0.4802324108133572,1.0523687567975786,0.6144193237294127,1e-05
40,1.4790624210743304,0.4821544367595243,1.0375352954422985,0.6169109711481074,1e-05
41,1.4594015941593816,0.4957305733449594,1.0418564875920613,0.6177019758101754,1e-05
42,1.4697577109753759,0.4944923493465566,1.0192566514015198,0.6127966489626128,1e-05
43,1.4454733263599417,0.5031516176169505,1.020018423045123,0.617346750017149,1e-05
44,1.4231989696377614,0.5090823718457828,1.0032873528975028,0.638380885663103,1e-05
45,1.4200591021548203,0.5125774428219947,0.985729146886755,0.6282886916405501,1e-05
46,1.3936085407851173,0.523318594808076,0.9944669317316126,0.6320154174624424,1e-05
47,1.4044283628463745,0.5223876994042576,0.9739774951228389,0.6391903822244245,1e-05
48,1.3965915187460478,0.5273827787959493,0.9835050503412882,0.6335158770630418,1e-05
49,1.3813784464460905,0.5230132611896988,0.9692806745017016,0.6418216827565761,1e-05
50,1.375216303953056,0.5295164792048994,0.9575471679369608,0.6428410480181296,1e-05
