,Cello,Clarinet,Flute,Acoustic Guitar,Electric Guitar,Organ,Piano,Saxophone,Trumpet,Violin,Voice
Cello,1,0,0,1,0,0,0,2,0,0,22
Clarinet,0,0,0,0,0,0,0,5,3,0,0
Flute,0,2,14,9,0,0,0,0,1,2,0
Acoustic Guitar,3,1,3,78,10,1,0,6,4,3,26
Electric Guitar,12,2,0,3,61,23,12,33,4,3,64
Organ,0,0,1,0,7,7,1,4,0,0,9
Piano,0,4,5,6,15,5,74,119,34,0,33
Saxophone,0,1,1,0,0,0,0,3,1,0,1
Trumpet,0,0,0,0,0,0,0,0,0,0,0
Violin,0,0,0,0,0,0,0,0,0,1,1
Voice,3,0,0,0,3,0,0,0,0,2,52
