,Cello,Clarinet,Flute,Acoustic Guitar,Electric Guitar,Organ,Piano,Saxophone,Trumpet,Violin,Voice
Cello,1,0,0,1,0,0,0,1,0,0,23
Clarinet,0,0,0,0,0,0,0,4,4,0,0
Flute,0,4,7,6,8,0,0,1,1,0,1
Acoustic Guitar,2,1,1,76,5,1,0,7,7,8,27
Electric Guitar,10,2,0,2,47,23,9,34,10,3,77
Organ,0,0,0,2,7,6,0,4,0,0,10
Piano,0,1,2,3,23,11,58,128,36,0,33
Saxophone,0,1,0,0,0,0,0,3,2,0,1
Trumpet,0,0,0,0,0,0,0,0,0,0,0
Violin,0,0,0,0,0,0,0,0,0,1,1
Voice,3,0,0,0,1,0,0,0,0,3,53
